1	36
80	43
80	55
160	52
160	60
240	64
240	67
320	60
400	57
400	69
480	35
560	43
560	55
640	53
640	62
720	65
720	67
800	62
880	57
880	69
960	36
1040	43
1040	55
1120	52
1120	60
1200	64
1200	67
1280	60
1360	57
1360	69
1440	40
1520	52
1520	59
1600	55
1600	64
1680	67
1680	71
1760	64
1840	60
1840	72
1920	41
2000	52
2000	64
2080	57
2080	69
2160	72
2160	76
2240	69
2320	62
2320	74
2400	42
2480	50
2480	64
2560	60
2560	69
2640	72
2640	76
2720	69
2800	62
2800	74
2880	43
2960	53
2960	64
3040	59
3040	67
3120	71
3120	76
3200	67
3280	62
3280	74
3360	31
3440	43
3440	59
3520	53
3520	62
3600	65
3600	71
3680	62
3760	57
3760	69
3840	36
3920	43
3920	55
4000	52
4000	60
4080	64
4080	67
4160	60
4240	57
4240	69
4320	35
4400	43
4400	55
4480	53
4480	62
4560	65
4560	67
4640	62
4720	57
4720	69
4800	36
4880	43
4880	55
4960	52
4960	60
5040	64
5040	67
5120	60
5200	57
5200	69
5280	40
5360	59
5360	52
5440	55
5440	64
5520	67
5520	71
5600	64
5680	60
5680	72
5760	41
5840	61
5840	48
5920	57
5920	65
6000	69
6000	73
6080	65
6160	62
6160	74
6240	43
6320	63
6320	48
6400	58
6400	67
6480	72
6480	75
6560	67
6640	64
6640	76
6720	45
6800	67
6800	53
6880	60
6880	69
6960	72
6960	79
7040	69
7120	65
7120	77
7200	43
7280	48
7280	63
7360	60
7360	67
7440	72
7440	75
7520	67
7600	64
7600	76
7680	45
7760	53
7760	64
7840	60
7840	69
7920	72
7920	76
8000	69
8080	65
8080	77
8160	47
8160	66
8240	55
8280	71
8320	62
8400	74
8400	78
8480	71
8560	67
8560	79
8640	48
8640	68
8720	55
8760	72
8800	64
8880	76
8880	80
8960	72
9040	69
9040	81
9120	50
9120	70
9200	55
9240	74
9280	65
9360	79
9360	82
9440	74
9520	71
9520	83
9600	52
9680	60
9680	74
9760	67
9760	76
9840	79
9840	86
9920	76
10000	72
10000	84
10080	42
10160	51
10160	71
10240	60
10240	72
10320	75
10320	83
10400	72
10480	69
10480	81
10560	43
10560	69
10640	52
10680	72
10720	60
10800	76
10800	81
10880	72
10960	67
10960	79
11040	43
11120	53
11120	64
11200	59
11200	67
11280	71
11280	76
11360	67
11440	62
11440	74
11520	55
11520	36
11600	43
11640	60
11680	52
11760	64
11760	67
11840	60
11920	57
11920	69
12000	64
12000	36
12080	43
12120	67
12160	53
12240	71
12240	76
12320	67
12400	62
12400	74
12480	36
12560	55
12560	43
12640	52
12640	60
12720	64
12720	67
12800	60
12880	57
12880	69
12960	36
13040	64
13040	43
13080	67
13120	53
13200	71
13200	76
13280	67
13360	62
13360	74
13440	36
13520	60
13520	43
13600	55
13600	65
13680	69
13680	72
13760	65
13840	64
13840	67
13920	36
14000	60
14000	43
14080	55
14080	65
14160	69
14160	72
14240	65
14320	64
14320	67
14400	36
14480	60
14480	43
14560	55
14560	65
14640	69
14640	72
14720	65
14800	64
14800	67
14880	36
14960	60
14960	43
15040	55
15040	65
15120	69
15120	72
15200	65
15280	64
15280	67
15360	36
15440	43
15520	48
15600	52
15680	55
15760	60
15840	64
